 1.5915e+07(-0.0000e+00) 2.1219e-04(0.0000e+00) 2.1219e-02(-0.0000e+00)
 1.1838e-11(-1.3726e-02) 2.0889e-03(4.0667e-02) 5.2635e-02(-2.0214e-03)
 1.1807e-11(-1.3708e-02) 2.1070e-03(4.0876e-02) 5.2837e-02(-2.0396e-03)
 1.1777e-11(-1.3691e-02) 2.1254e-03(4.1087e-02) 5.3042e-02(-2.0581e-03)
 1.1747e-11(-1.3673e-02) 2.1441e-03(4.1299e-02) 5.3247e-02(-2.0768e-03)
 1.1716e-11(-1.3656e-02) 2.1629e-03(4.1514e-02) 5.3455e-02(-2.0957e-03)
 1.1686e-11(-1.3638e-02) 2.1821e-03(4.1730e-02) 5.3665e-02(-2.1150e-03)
 1.1656e-11(-1.3620e-02) 2.2015e-03(4.1948e-02) 5.3876e-02(-2.1345e-03)
 1.1626e-11(-1.3603e-02) 2.2212e-03(4.2169e-02) 5.4090e-02(-2.1542e-03)
 1.1597e-11(-1.3586e-02) 2.2411e-03(4.2391e-02) 5.4306e-02(-2.1742e-03)
 1.1567e-11(-1.3568e-02) 2.2613e-03(4.2615e-02) 5.4523e-02(-2.1945e-03)
 1.1538e-11(-1.3551e-02) 2.2818e-03(4.2841e-02) 5.4743e-02(-2.2151e-03)
 1.1508e-11(-1.3534e-02) 2.3026e-03(4.3070e-02) 5.4964e-02(-2.2360e-03)
 1.1479e-11(-1.3516e-02) 2.3237e-03(4.3300e-02) 5.5188e-02(-2.2571e-03)
 1.1450e-11(-1.3499e-02) 2.3451e-03(4.3532e-02) 5.5414e-02(-2.2786e-03)
 1.1421e-11(-1.3482e-02) 2.3668e-03(4.3767e-02) 5.5642e-02(-2.3003e-03)
 1.1392e-11(-1.3465e-02) 2.3887e-03(4.4004e-02) 5.5872e-02(-2.3224e-03)
 1.1363e-11(-1.3448e-02) 2.4110e-03(4.4243e-02) 5.6104e-02(-2.3447e-03)
 1.1334e-11(-1.3431e-02) 2.4336e-03(4.4484e-02) 5.6338e-02(-2.3674e-03)
 1.1305e-11(-1.3414e-02) 2.4566e-03(4.4727e-02) 5.6575e-02(-2.3904e-03)
 1.1277e-11(-1.3397e-02) 2.4798e-03(4.4973e-02) 5.6814e-02(-2.4138e-03)
 1.1248e-11(-1.3380e-02) 2.5035e-03(4.5221e-02) 5.7056e-02(-2.4374e-03)
 1.1220e-11(-1.3363e-02) 2.5274e-03(4.5471e-02) 5.7300e-02(-2.4615e-03)
 1.1192e-11(-1.3346e-02) 2.5517e-03(4.5724e-02) 5.7546e-02(-2.4858e-03)
 1.1164e-11(-1.3330e-02) 2.5764e-03(4.5979e-02) 5.7794e-02(-2.5106e-03)
 1.1136e-11(-1.3313e-02) 2.6014e-03(4.6237e-02) 5.8045e-02(-2.5357e-03)
 1.1108e-11(-1.3296e-02) 2.6268e-03(4.6497e-02) 5.8299e-02(-2.5611e-03)
 1.1080e-11(-1.3280e-02) 2.6526e-03(4.6760e-02) 5.8555e-02(-2.5870e-03)
 1.1052e-11(-1.3263e-02) 2.6787e-03(4.7025e-02) 5.8814e-02(-2.6132e-03)
 1.1025e-11(-1.3246e-02) 2.7053e-03(4.7293e-02) 5.9075e-02(-2.6398e-03)
 1.0997e-11(-1.3230e-02) 2.7322e-03(4.7563e-02) 5.9339e-02(-2.6669e-03)
 1.0970e-11(-1.3213e-02) 2.7596e-03(4.7836e-02) 5.9606e-02(-2.6943e-03)
 1.0943e-11(-1.3197e-02) 2.7874e-03(4.8112e-02) 5.9875e-02(-2.7222e-03)
 1.0916e-11(-1.3181e-02) 2.8156e-03(4.8391e-02) 6.0147e-02(-2.7505e-03)
 1.0888e-11(-1.3164e-02) 2.8443e-03(4.8673e-02) 6.0422e-02(-2.7792e-03)
 1.0862e-11(-1.3148e-02) 2.8734e-03(4.8957e-02) 6.0700e-02(-2.8084e-03)
 1.0835e-11(-1.3132e-02) 2.9029e-03(4.9244e-02) 6.0981e-02(-2.8380e-03)
 1.0808e-11(-1.3115e-02) 2.9329e-03(4.9534e-02) 6.1265e-02(-2.8681e-03)
 1.0781e-11(-1.3099e-02) 2.9634e-03(4.9828e-02) 6.1551e-02(-2.8986e-03)
 1.0755e-11(-1.3083e-02) 2.9944e-03(5.0124e-02) 6.1841e-02(-2.9297e-03)
 1.0728e-11(-1.3067e-02) 3.0259e-03(5.0423e-02) 6.2134e-02(-2.9612e-03)
 1.0702e-11(-1.3051e-02) 3.0578e-03(5.0726e-02) 6.2430e-02(-2.9933e-03)
 1.0676e-11(-1.3035e-02) 3.0903e-03(5.1031e-02) 6.2729e-02(-3.0258e-03)
 1.0649e-11(-1.3019e-02) 3.1233e-03(5.1340e-02) 6.3032e-02(-3.0589e-03)
 1.0623e-11(-1.3003e-02) 3.1569e-03(5.1652e-02) 6.3338e-02(-3.0926e-03)
 1.0597e-11(-1.2987e-02) 3.1910e-03(5.1968e-02) 6.3647e-02(-3.1267e-03)
 1.0571e-11(-1.2971e-02) 3.2257e-03(5.2287e-02) 6.3959e-02(-3.1615e-03)
 1.0546e-11(-1.2955e-02) 3.2609e-03(5.2609e-02) 6.4275e-02(-3.1968e-03)
 1.0520e-11(-1.2939e-02) 3.2967e-03(5.2935e-02) 6.4595e-02(-3.2327e-03)
 1.0494e-11(-1.2924e-02) 3.3332e-03(5.3265e-02) 6.4918e-02(-3.2692e-03)
 1.0469e-11(-1.2908e-02) 3.3702e-03(5.3598e-02) 6.5244e-02(-3.3063e-03)
 1.0443e-11(-1.2892e-02) 3.4079e-03(5.3935e-02) 6.5575e-02(-3.3440e-03)
 1.0418e-11(-1.2877e-02) 3.4462e-03(5.4275e-02) 6.5909e-02(-3.3824e-03)
 1.0393e-11(-1.2861e-02) 3.4852e-03(5.4619e-02) 6.6247e-02(-3.4215e-03)
 1.0368e-11(-1.2845e-02) 3.5248e-03(5.4968e-02) 6.6589e-02(-3.4612e-03)
 1.0343e-11(-1.2830e-02) 3.5651e-03(5.5320e-02) 6.6934e-02(-3.5016e-03)
 1.0318e-11(-1.2814e-02) 3.6062e-03(5.5676e-02) 6.7284e-02(-3.5427e-03)
 1.0293e-11(-1.2799e-02) 3.6479e-03(5.6036e-02) 6.7638e-02(-3.5845e-03)
 1.0268e-11(-1.2784e-02) 3.6904e-03(5.6401e-02) 6.7996e-02(-3.6271e-03)
 1.0243e-11(-1.2768e-02) 3.7337e-03(5.6769e-02) 6.8359e-02(-3.6704e-03)
 1.0219e-11(-1.2753e-02) 3.7777e-03(5.7142e-02) 6.8725e-02(-3.7144e-03)
 1.0194e-11(-1.2737e-02) 3.8225e-03(5.7520e-02) 6.9096e-02(-3.7593e-03)
 1.0170e-11(-1.2722e-02) 3.8681e-03(5.7901e-02) 6.9472e-02(-3.8050e-03)
 1.0145e-11(-1.2707e-02) 3.9145e-03(5.8288e-02) 6.9852e-02(-3.8515e-03)
 1.0121e-11(-1.2692e-02) 3.9618e-03(5.8679e-02) 7.0236e-02(-3.8989e-03)
 1.0097e-11(-1.2677e-02) 4.0100e-03(5.9074e-02) 7.0626e-02(-3.9471e-03)
 1.0073e-11(-1.2661e-02) 4.0590e-03(5.9475e-02) 7.1020e-02(-3.9962e-03)
 1.0049e-11(-1.2646e-02) 4.1090e-03(5.9880e-02) 7.1419e-02(-4.0462e-03)
 1.0025e-11(-1.2631e-02) 4.1599e-03(6.0290e-02) 7.1823e-02(-4.0972e-03)
 1.0001e-11(-1.2616e-02) 4.2117e-03(6.0706e-02) 7.2232e-02(-4.1491e-03)
 9.9773e-12(-1.2601e-02) 4.2646e-03(6.1126e-02) 7.2646e-02(-4.2020e-03)
 9.9537e-12(-1.2586e-02) 4.3184e-03(6.1552e-02) 7.3066e-02(-4.2559e-03)
 9.9301e-12(-1.2571e-02) 4.3733e-03(6.1983e-02) 7.3490e-02(-4.3109e-03)
 9.9066e-12(-1.2557e-02) 4.4292e-03(6.2419e-02) 7.3921e-02(-4.3669e-03)
 9.8832e-12(-1.2542e-02) 4.4863e-03(6.2861e-02) 7.4357e-02(-4.4240e-03)
 9.8599e-12(-1.2527e-02) 4.5444e-03(6.3309e-02) 7.4798e-02(-4.4822e-03)
 9.8366e-12(-1.2512e-02) 4.6037e-03(6.3763e-02) 7.5245e-02(-4.5416e-03)
 9.8135e-12(-1.2497e-02) 4.6642e-03(6.4222e-02) 7.5699e-02(-4.6021e-03)
 9.7904e-12(-1.2483e-02) 4.7258e-03(6.4687e-02) 7.6158e-02(-4.6638e-03)
 9.7674e-12(-1.2468e-02) 4.7887e-03(6.5159e-02) 7.6623e-02(-4.7268e-03)
 9.7445e-12(-1.2453e-02) 4.8529e-03(6.5637e-02) 7.7095e-02(-4.7911e-03)
 9.7216e-12(-1.2439e-02) 4.9184e-03(6.6121e-02) 7.7572e-02(-4.8566e-03)
 9.6989e-12(-1.2424e-02) 4.9853e-03(6.6611e-02) 7.8057e-02(-4.9235e-03)
 9.6762e-12(-1.2410e-02) 5.0535e-03(6.7109e-02) 7.8548e-02(-4.9918e-03)
 9.6536e-12(-1.2395e-02) 5.1231e-03(6.7613e-02) 7.9046e-02(-5.0615e-03)
 9.6311e-12(-1.2381e-02) 5.1942e-03(6.8123e-02) 7.9551e-02(-5.1327e-03)
 9.6087e-12(-1.2366e-02) 5.2668e-03(6.8641e-02) 8.0062e-02(-5.2053e-03)
 9.5863e-12(-1.2352e-02) 5.3409e-03(6.9167e-02) 8.0581e-02(-5.2795e-03)
 9.5640e-12(-1.2338e-02) 5.4166e-03(6.9699e-02) 8.1108e-02(-5.3553e-03)
 9.5418e-12(-1.2323e-02) 5.4940e-03(7.0239e-02) 8.1642e-02(-5.4327e-03)
 9.5197e-12(-1.2309e-02) 5.5730e-03(7.0787e-02) 8.2183e-02(-5.5118e-03)
 9.4976e-12(-1.2295e-02) 5.6537e-03(7.1342e-02) 8.2732e-02(-5.5926e-03)
 9.4757e-12(-1.2280e-02) 5.7362e-03(7.1906e-02) 8.3290e-02(-5.6752e-03)
 9.4538e-12(-1.2266e-02) 5.8206e-03(7.2477e-02) 8.3855e-02(-5.7596e-03)
 9.4320e-12(-1.2252e-02) 5.9068e-03(7.3057e-02) 8.4429e-02(-5.8459e-03)
 9.4102e-12(-1.2238e-02) 5.9950e-03(7.3646e-02) 8.5011e-02(-5.9341e-03)
 9.3885e-12(-1.2224e-02) 6.0851e-03(7.4243e-02) 8.5602e-02(-6.0243e-03)
 9.3669e-12(-1.2210e-02) 6.1774e-03(7.4849e-02) 8.6202e-02(-6.1166e-03)
 9.3454e-12(-1.2196e-02) 6.2717e-03(7.5464e-02) 8.6812e-02(-6.2110e-03)
 9.3240e-12(-1.2182e-02) 6.3682e-03(7.6089e-02) 8.7430e-02(-6.3076e-03)
 9.3026e-12(-1.2168e-02) 6.4670e-03(7.6723e-02) 8.8058e-02(-6.4065e-03)
 9.2813e-12(-1.2154e-02) 6.5681e-03(7.7366e-02) 8.8696e-02(-6.5076e-03)
 9.2601e-12(-1.2140e-02) 6.6716e-03(7.8020e-02) 8.9344e-02(-6.6112e-03)
 9.2389e-12(-1.2126e-02) 6.7776e-03(7.8684e-02) 9.0002e-02(-6.7172e-03)
 9.2178e-12(-1.2112e-02) 6.8861e-03(7.9359e-02) 9.0670e-02(-6.8258e-03)
 9.1968e-12(-1.2098e-02) 6.9973e-03(8.0044e-02) 9.1349e-02(-6.9371e-03)
 9.1759e-12(-1.2085e-02) 7.1112e-03(8.0740e-02) 9.2039e-02(-7.0510e-03)
 9.1550e-12(-1.2071e-02) 7.2279e-03(8.1447e-02) 9.2740e-02(-7.1678e-03)
 9.1342e-12(-1.2057e-02) 7.3475e-03(8.2166e-02) 9.3453e-02(-7.2874e-03)
 9.1135e-12(-1.2044e-02) 7.4701e-03(8.2897e-02) 9.4178e-02(-7.4101e-03)
 9.0929e-12(-1.2030e-02) 7.5958e-03(8.3639e-02) 9.4915e-02(-7.5359e-03)
 9.0723e-12(-1.2016e-02) 7.7247e-03(8.4394e-02) 9.5664e-02(-7.6649e-03)
 9.0518e-12(-1.2003e-02) 7.8569e-03(8.5162e-02) 9.6425e-02(-7.7971e-03)
 9.0313e-12(-1.1989e-02) 7.9926e-03(8.5943e-02) 9.7200e-02(-7.9329e-03)
 9.0109e-12(-1.1976e-02) 8.1318e-03(8.6737e-02) 9.7988e-02(-8.0721e-03)
 8.9906e-12(-1.1962e-02) 8.2747e-03(8.7544e-02) 9.8790e-02(-8.2151e-03)
 8.9704e-12(-1.1949e-02) 8.4214e-03(8.8366e-02) 9.9606e-02(-8.3618e-03)
 8.9502e-12(-1.1935e-02) 8.5720e-03(8.9202e-02) 1.0044e-01(-8.5125e-03)
 8.9301e-12(-1.1922e-02) 8.7267e-03(9.0053e-02) 1.0128e-01(-8.6673e-03)
 8.9101e-12(-1.1908e-02) 8.8856e-03(9.0919e-02) 1.0214e-01(-8.8263e-03)
 8.8901e-12(-1.1895e-02) 9.0490e-03(9.1801e-02) 1.0302e-01(-8.9897e-03)
 8.8702e-12(-1.1882e-02) 9.2168e-03(9.2698e-02) 1.0391e-01(-9.1576e-03)
 8.8504e-12(-1.1868e-02) 9.3894e-03(9.3613e-02) 1.0482e-01(-9.3303e-03)
 8.8306e-12(-1.1855e-02) 9.5669e-03(9.4543e-02) 1.0574e-01(-9.5078e-03)
 8.8109e-12(-1.1842e-02) 9.7495e-03(9.5492e-02) 1.0668e-01(-9.6905e-03)
 8.7913e-12(-1.1829e-02) 9.9373e-03(9.6458e-02) 1.0764e-01(-9.8784e-03)
 8.7717e-12(-1.1816e-02) 1.0131e-02(9.7442e-02) 1.0862e-01(-1.0072e-02)
 8.7522e-12(-1.1802e-02) 1.0330e-02(9.8446e-02) 1.0962e-01(-1.0271e-02)
 8.7328e-12(-1.1789e-02) 1.0535e-02(9.9469e-02) 1.1064e-01(-1.0476e-02)
 8.7134e-12(-1.1776e-02) 1.0746e-02(1.0051e-01) 1.1167e-01(-1.0687e-02)
 8.6941e-12(-1.1763e-02) 1.0963e-02(1.0157e-01) 1.1273e-01(-1.0905e-02)
 8.6749e-12(-1.1750e-02) 1.1187e-02(1.0266e-01) 1.1381e-01(-1.1129e-02)
 8.6557e-12(-1.1737e-02) 1.1419e-02(1.0377e-01) 1.1491e-01(-1.1360e-02)
 8.6366e-12(-1.1724e-02) 1.1657e-02(1.0489e-01) 1.1603e-01(-1.1599e-02)
 8.6175e-12(-1.1711e-02) 1.1903e-02(1.0605e-01) 1.1718e-01(-1.1844e-02)
 8.5985e-12(-1.1698e-02) 1.2157e-02(1.0722e-01) 1.1835e-01(-1.2098e-02)
 8.5796e-12(-1.1685e-02) 1.2419e-02(1.0842e-01) 1.1954e-01(-1.2360e-02)
 8.5607e-12(-1.1673e-02) 1.2689e-02(1.0965e-01) 1.2076e-01(-1.2631e-02)
 8.5419e-12(-1.1660e-02) 1.2969e-02(1.1090e-01) 1.2201e-01(-1.2910e-02)
 8.5232e-12(-1.1647e-02) 1.3257e-02(1.1218e-01) 1.2328e-01(-1.3199e-02)
 8.5045e-12(-1.1634e-02) 1.3556e-02(1.1349e-01) 1.2458e-01(-1.3498e-02)
 8.4859e-12(-1.1621e-02) 1.3864e-02(1.1482e-01) 1.2591e-01(-1.3806e-02)
 8.4673e-12(-1.1609e-02) 1.4184e-02(1.1619e-01) 1.2727e-01(-1.4126e-02)
 8.4488e-12(-1.1596e-02) 1.4514e-02(1.1758e-01) 1.2866e-01(-1.4456e-02)
 8.4304e-12(-1.1583e-02) 1.4856e-02(1.1901e-01) 1.3009e-01(-1.4798e-02)
 8.4120e-12(-1.1571e-02) 1.5210e-02(1.2047e-01) 1.3154e-01(-1.5153e-02)
 8.3937e-12(-1.1558e-02) 1.5577e-02(1.2197e-01) 1.3303e-01(-1.5520e-02)
 8.3754e-12(-1.1546e-02) 1.5958e-02(1.2350e-01) 1.3455e-01(-1.5900e-02)
 8.3572e-12(-1.1533e-02) 1.6352e-02(1.2506e-01) 1.3611e-01(-1.6295e-02)
 8.3391e-12(-1.1520e-02) 1.6762e-02(1.2667e-01) 1.3771e-01(-1.6704e-02)
 8.3210e-12(-1.1508e-02) 1.7186e-02(1.2831e-01) 1.3935e-01(-1.7129e-02)
 8.3030e-12(-1.1495e-02) 1.7628e-02(1.2999e-01) 1.4103e-01(-1.7570e-02)
 8.2850e-12(-1.1483e-02) 1.8086e-02(1.3172e-01) 1.4275e-01(-1.8028e-02)
 8.2671e-12(-1.1471e-02) 1.8562e-02(1.3349e-01) 1.4451e-01(-1.8505e-02)
 8.2493e-12(-1.1458e-02) 1.9057e-02(1.3530e-01) 1.4632e-01(-1.9000e-02)
 8.2315e-12(-1.1446e-02) 1.9572e-02(1.3716e-01) 1.4818e-01(-1.9515e-02)
 8.2138e-12(-1.1434e-02) 2.0109e-02(1.3907e-01) 1.5008e-01(-2.0052e-02)
 8.1961e-12(-1.1421e-02) 2.0667e-02(1.4103e-01) 1.5203e-01(-2.0610e-02)
 8.1785e-12(-1.1409e-02) 2.1249e-02(1.4305e-01) 1.5404e-01(-2.1192e-02)
 8.1609e-12(-1.1397e-02) 2.1856e-02(1.4511e-01) 1.5610e-01(-2.1799e-02)
 8.1434e-12(-1.1384e-02) 2.2489e-02(1.4724e-01) 1.5822e-01(-2.2432e-02)
 8.1260e-12(-1.1372e-02) 2.3150e-02(1.4942e-01) 1.6040e-01(-2.3093e-02)
 8.1086e-12(-1.1360e-02) 2.3840e-02(1.5167e-01) 1.6264e-01(-2.3783e-02)
 8.0912e-12(-1.1348e-02) 2.4561e-02(1.5398e-01) 1.6494e-01(-2.4504e-02)
 8.0739e-12(-1.1336e-02) 2.5315e-02(1.5635e-01) 1.6732e-01(-2.5258e-02)
 8.0567e-12(-1.1324e-02) 2.6104e-02(1.5880e-01) 1.6976e-01(-2.6048e-02)
 8.0396e-12(-1.1312e-02) 2.6931e-02(1.6132e-01) 1.7227e-01(-2.6874e-02)
 8.0224e-12(-1.1300e-02) 2.7797e-02(1.6392e-01) 1.7486e-01(-2.7740e-02)
 8.0054e-12(-1.1288e-02) 2.8705e-02(1.6659e-01) 1.7753e-01(-2.8648e-02)
 7.9884e-12(-1.1276e-02) 2.9658e-02(1.6935e-01) 1.8028e-01(-2.9601e-02)
 7.9714e-12(-1.1264e-02) 3.0658e-02(1.7219e-01) 1.8312e-01(-3.0602e-02)
 7.9545e-12(-1.1252e-02) 3.1710e-02(1.7513e-01) 1.8605e-01(-3.1654e-02)
 7.9377e-12(-1.1240e-02) 3.2816e-02(1.7816e-01) 1.8907e-01(-3.2760e-02)
 7.9209e-12(-1.1228e-02) 3.3981e-02(1.8129e-01) 1.9220e-01(-3.3925e-02)
 7.9042e-12(-1.1216e-02) 3.5208e-02(1.8452e-01) 1.9542e-01(-3.5152e-02)
 7.8875e-12(-1.1204e-02) 3.6502e-02(1.8786e-01) 1.9876e-01(-3.6446e-02)
 7.8708e-12(-1.1192e-02) 3.7868e-02(1.9132e-01) 2.0221e-01(-3.7812e-02)
 7.8543e-12(-1.1181e-02) 3.9311e-02(1.9490e-01) 2.0579e-01(-3.9255e-02)
 7.8377e-12(-1.1169e-02) 4.0837e-02(1.9860e-01) 2.0949e-01(-4.0781e-02)
 7.8213e-12(-1.1157e-02) 4.2452e-02(2.0244e-01) 2.1332e-01(-4.2396e-02)
 7.8048e-12(-1.1145e-02) 4.4164e-02(2.0642e-01) 2.1729e-01(-4.4108e-02)
 7.7885e-12(-1.1134e-02) 4.5980e-02(2.1054e-01) 2.2141e-01(-4.5924e-02)
 7.7721e-12(-1.1122e-02) 4.7908e-02(2.1482e-01) 2.2568e-01(-4.7853e-02)
 7.7559e-12(-1.1110e-02) 4.9959e-02(2.1926e-01) 2.3012e-01(-4.9903e-02)
 7.7397e-12(-1.1099e-02) 5.2141e-02(2.2388e-01) 2.3472e-01(-5.2086e-02)
 7.7235e-12(-1.1087e-02) 5.4468e-02(2.2867e-01) 2.3951e-01(-5.4412e-02)
 7.7074e-12(-1.1076e-02) 5.6950e-02(2.3366e-01) 2.4449e-01(-5.6895e-02)
 7.6913e-12(-1.1064e-02) 5.9603e-02(2.3884e-01) 2.4967e-01(-5.9547e-02)
 7.6753e-12(-1.1052e-02) 6.2441e-02(2.4424e-01) 2.5507e-01(-6.2386e-02)
 7.6593e-12(-1.1041e-02) 6.5483e-02(2.4987e-01) 2.6069e-01(-6.5428e-02)
 7.6434e-12(-1.1029e-02) 6.8747e-02(2.5573e-01) 2.6654e-01(-6.8692e-02)
 7.6275e-12(-1.1018e-02) 7.2256e-02(2.6184e-01) 2.7265e-01(-7.2201e-02)
 7.6117e-12(-1.1007e-02) 7.6033e-02(2.6822e-01) 2.7902e-01(-7.5978e-02)
 7.5960e-12(-1.0995e-02) 8.0105e-02(2.7487e-01) 2.8567e-01(-8.0050e-02)
 7.5802e-12(-1.0984e-02) 8.4505e-02(2.8183e-01) 2.9262e-01(-8.4450e-02)
 7.5646e-12(-1.0972e-02) 8.9265e-02(2.8909e-01) 2.9988e-01(-8.9210e-02)
 7.5490e-12(-1.0961e-02) 9.4425e-02(2.9668e-01) 3.0746e-01(-9.4371e-02)
 7.5334e-12(-1.0950e-02) 1.0003e-01(3.0462e-01) 3.1540e-01(-9.9976e-02)
 7.5179e-12(-1.0938e-02) 1.0613e-01(3.1292e-01) 3.2370e-01(-1.0608e-01)
 7.5024e-12(-1.0927e-02) 1.1278e-01(3.2161e-01) 3.3238e-01(-1.1273e-01)
 7.4870e-12(-1.0916e-02) 1.2005e-01(3.3069e-01) 3.4145e-01(-1.2000e-01)
 7.4716e-12(-1.0905e-02) 1.2802e-01(3.4019e-01) 3.5095e-01(-1.2796e-01)
 7.4562e-12(-1.0894e-02) 1.3676e-01(3.5013e-01) 3.6088e-01(-1.3670e-01)
 7.4409e-12(-1.0882e-02) 1.4638e-01(3.6050e-01) 3.7125e-01(-1.4632e-01)
 7.4257e-12(-1.0871e-02) 1.5698e-01(3.7133e-01) 3.8207e-01(-1.5693e-01)
 7.4105e-12(-1.0860e-02) 1.6871e-01(3.8261e-01) 3.9334e-01(-1.6866e-01)
 7.3954e-12(-1.0849e-02) 1.8171e-01(3.9434e-01) 4.0507e-01(-1.8166e-01)
 7.3803e-12(-1.0838e-02) 1.9615e-01(4.0650e-01) 4.1722e-01(-1.9610e-01)
 7.3652e-12(-1.0827e-02) 2.1223e-01(4.1905e-01) 4.2977e-01(-2.1218e-01)
 7.3502e-12(-1.0816e-02) 2.3019e-01(4.3195e-01) 4.4266e-01(-2.3013e-01)
 7.3352e-12(-1.0805e-02) 2.5027e-01(4.4509e-01) 4.5579e-01(-2.5022e-01)
 7.3203e-12(-1.0794e-02) 2.7279e-01(4.5834e-01) 4.6904e-01(-2.7273e-01)
 7.3055e-12(-1.0783e-02) 2.9807e-01(4.7152e-01) 4.8222e-01(-2.9802e-01)
 7.2906e-12(-1.0772e-02) 3.2650e-01(4.8436e-01) 4.9505e-01(-3.2644e-01)
 7.2759e-12(-1.0761e-02) 3.5848e-01(4.9650e-01) 5.0718e-01(-3.5843e-01)
 7.2611e-12(-1.0750e-02) 3.9446e-01(5.0743e-01) 5.1811e-01(-3.9441e-01)
 7.2464e-12(-1.0739e-02) 4.3488e-01(5.1648e-01) 5.2716e-01(-4.3482e-01)
 7.2318e-12(-1.0728e-02) 4.8013e-01(5.2278e-01) 5.3345e-01(-4.8008e-01)
 7.2172e-12(-1.0718e-02) 5.3054e-01(5.2518e-01) 5.3585e-01(-5.3049e-01)
 7.2026e-12(-1.0707e-02) 5.8623e-01(5.2226e-01) 5.3291e-01(-5.8618e-01)
 7.1881e-12(-1.0696e-02) 6.4700e-01(5.1225e-01) 5.2290e-01(-6.4694e-01)
 7.1736e-12(-1.0685e-02) 7.1213e-01(4.9315e-01) 5.0380e-01(-7.1208e-01)
 7.1592e-12(-1.0674e-02) 7.8020e-01(4.6278e-01) 4.7342e-01(-7.8014e-01)
 7.1448e-12(-1.0664e-02) 8.4885e-01(4.1909e-01) 4.2973e-01(-8.4880e-01)
 7.1305e-12(-1.0653e-02) 9.1471e-01(3.6056e-01) 3.7119e-01(-9.1466e-01)
 7.1162e-12(-1.0642e-02) 9.7345e-01(2.8671e-01) 2.9734e-01(-9.7340e-01)
 7.1019e-12(-1.0632e-02) 1.0203e+00(1.9873e-01) 2.0936e-01(-1.0202e+00)
 7.0877e-12(-1.0621e-02) 1.0506e+00(9.9745e-02) 1.1036e-01(-1.0505e+00)
 7.0736e-12(-1.0610e-02) 1.0611e+00(-5.3048e-03) 5.3053e-03(-1.0610e+00)
