%# f in GHz     S1(1)1(1)              S1(1)2(1)              S1(1)3(1)              S1(1)4(1)              S2(1)1(1)              S2(1)2(1)              S2(1)3(1)              S2(1)4(1)              S3(1)1(1)              S3(1)2(1)              S3(1)3(1)              S3(1)4(1)              S4(1)1(1)              S4(1)2(1)              S4(1)3(1)              S4(1)4(1)
%#              Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im
%# Reference impedance at port 1 (mode 1):  52.4062385559082, port 2 (mode 1):  64.4482116699219, port 3 (mode 1):  65.5613021850586, port 4 (mode 1):  54.8182716369629 
0.710000       0.557397  -0.328197     0.166244  -0.676355     -0.202679  -0.065597     -0.151112  0.150445     0.165092  -0.680149     0.171468  0.381010     0.318928  -0.322412     -0.061985  -0.355928     -0.198610  -0.064237     0.319504  -0.322978     -0.040072  0.306895     0.571093  -0.575957     -0.148225  0.148097     -0.061357  -0.357837     0.573947  -0.573042     0.357864  0.204191
0.711000       0.556730  -0.329358     0.164645  -0.676677     -0.202892  -0.064817     -0.150346  0.151115     0.163401  -0.680443     0.172915  0.380208     0.318652  -0.323043     -0.062888  -0.355738     -0.198780  -0.063559     0.319217  -0.323625     -0.039534  0.306711     0.570166  -0.576745     -0.147515  0.148681     -0.062304  -0.357666     0.573102  -0.573895     0.358174  0.203789
0.712000       0.556063  -0.330517     0.163045  -0.676996     -0.203101  -0.064035     -0.149576  0.151781     0.161709  -0.680733     0.174361  0.379400     0.318375  -0.323676     -0.063792  -0.355546     -0.198949  -0.062881     0.318927  -0.324272     -0.038998  0.306526     0.569238  -0.577530     -0.146805  0.149262     -0.063252  -0.357492     0.572254  -0.574747     0.358482  0.203391
0.713000       0.555398  -0.331672     0.161444  -0.677311     -0.203307  -0.063251     -0.148804  0.152441     0.160017  -0.681017     0.175805  0.378586     0.318096  -0.324309     -0.064695  -0.355351     -0.199117  -0.062202     0.318635  -0.324920     -0.038464  0.306339     0.568308  -0.578311     -0.146095  0.149840     -0.064201  -0.357314     0.571403  -0.575597     0.358790  0.202995
0.714000       0.554733  -0.332825     0.159842  -0.677624     -0.203509  -0.062467     -0.148029  0.153097     0.158325  -0.681296     0.177248  0.377766     0.317815  -0.324942     -0.065599  -0.355154     -0.199283  -0.061524     0.318341  -0.325568     -0.037931  0.306151     0.567376  -0.579088     -0.145383  0.150414     -0.065150  -0.357133     0.570549  -0.576447     0.359097  0.202602
0.715000       0.554070  -0.333974     0.158239  -0.677934     -0.203707  -0.061681     -0.147251  0.153747     0.156632  -0.681571     0.178690  0.376939     0.317533  -0.325576     -0.066502  -0.354955     -0.199449  -0.060846     0.318045  -0.326216     -0.037401  0.305962     0.566443  -0.579861     -0.144672  0.150984     -0.066099  -0.356949     0.569692  -0.577294     0.359403  0.202210
0.716000       0.553407  -0.335121     0.156634  -0.678242     -0.203901  -0.060894     -0.146470  0.154392     0.154938  -0.681840     0.180129  0.376107     0.317249  -0.326211     -0.067407  -0.354754     -0.199614  -0.060167     0.317747  -0.326865     -0.036873  0.305772     0.565509  -0.580631     -0.143959  0.151551     -0.067050  -0.356761     0.568832  -0.578140     0.359707  0.201821
0.717000       0.552745  -0.336265     0.155028  -0.678546     -0.204092  -0.060106     -0.145686  0.155032     0.153245  -0.682104     0.181568  0.375268     0.316964  -0.326846     -0.068310  -0.354550     -0.199778  -0.059488     0.317448  -0.327514     -0.036346  0.305581     0.564573  -0.581397     -0.143246  0.152114     -0.067999  -0.356570     0.567969  -0.578985     0.360012  0.201435
0.718000       0.552085  -0.337407     0.153421  -0.678848     -0.204279  -0.059316     -0.144900  0.155667     0.151551  -0.682364     0.183005  0.374423     0.316677  -0.327481     -0.069213  -0.354345     -0.199941  -0.058809     0.317146  -0.328163     -0.035821  0.305389     0.563636  -0.582160     -0.142534  0.152674     -0.068950  -0.356376     0.567102  -0.579827     0.360315  0.201051
0.719000       0.551426  -0.338545     0.151812  -0.679146     -0.204463  -0.058525     -0.144111  0.156296     0.149856  -0.682618     0.184440  0.373572     0.316389  -0.328118     -0.070117  -0.354136     -0.200103  -0.058130     0.316842  -0.328812     -0.035298  0.305196     0.562697  -0.582919     -0.141820  0.153230     -0.069901  -0.356179     0.566233  -0.580669     0.360618  0.200669
0.720000       0.550768  -0.339682     0.150202  -0.679442     -0.204642  -0.057734     -0.143319  0.156921     0.148162  -0.682868     0.185874  0.372715     0.316098  -0.328755     -0.071021  -0.353926     -0.200264  -0.057451     0.316537  -0.329462     -0.034778  0.305002     0.561758  -0.583674     -0.141106  0.153783     -0.070853  -0.355978     0.565360  -0.581508     0.360920  0.200290
0.721000       0.550112  -0.340817     0.148590  -0.679735     -0.204818  -0.056941     -0.142525  0.157540     0.146467  -0.683113     0.187306  0.371851     0.315807  -0.329392     -0.071924  -0.353714     -0.200425  -0.056770     0.316229  -0.330112     -0.034258  0.304807     0.560817  -0.584425     -0.140392  0.154333     -0.071804  -0.355774     0.564485  -0.582346     0.361221  0.199914
0.722000       0.549456  -0.341949     0.146977  -0.680025     -0.204991  -0.056148     -0.141728  0.158153     0.144771  -0.683353     0.188737  0.370982     0.315513  -0.330031     -0.072828  -0.353499     -0.200584  -0.056090     0.315920  -0.330762     -0.033741  0.304611     0.559875  -0.585173     -0.139677  0.154880     -0.072756  -0.355566     0.563606  -0.583181     0.361523  0.199540
0.723000       0.548802  -0.343080     0.145363  -0.680312     -0.205159  -0.055353     -0.140929  0.158762     0.143076  -0.683588     0.190165  0.370106     0.315218  -0.330669     -0.073731  -0.353282     -0.200742  -0.055410     0.315608  -0.331413     -0.033226  0.304414     0.558932  -0.585917     -0.138962  0.155423     -0.073709  -0.355355     0.562724  -0.584015     0.361824  0.199169
0.724000       0.548150  -0.344208     0.143747  -0.680596     -0.205324  -0.054558     -0.140128  0.159365     0.141380  -0.683818     0.191593  0.369224     0.314922  -0.331309     -0.074635  -0.353063     -0.200900  -0.054729     0.315295  -0.332064     -0.032713  0.304217     0.557989  -0.586657     -0.138247  0.155963     -0.074661  -0.355141     0.561839  -0.584847     0.362124  0.198800
0.725000       0.547498  -0.345336     0.142130  -0.680878     -0.205484  -0.053762     -0.139324  0.159963     0.139685  -0.684044     0.193018  0.368336     0.314623  -0.331949     -0.075539  -0.352841     -0.201057  -0.054048     0.314980  -0.332715     -0.032202  0.304019     0.557044  -0.587393     -0.137532  0.156500     -0.075614  -0.354923     0.560951  -0.585677     0.362424  0.198434
0.726000       0.546848  -0.346461     0.140511  -0.681156     -0.205641  -0.052966     -0.138519  0.160555     0.137989  -0.684264     0.194442  0.367441     0.314324  -0.332589     -0.076442  -0.352617     -0.201212  -0.053366     0.314662  -0.333366     -0.031693  0.303820     0.556098  -0.588126     -0.136816  0.157034     -0.076567  -0.354702     0.560059  -0.586505     0.362725  0.198070
0.727000       0.546199  -0.347585     0.138890  -0.681432     -0.205794  -0.052168     -0.137711  0.161143     0.136293  -0.684481     0.195863  0.366541     0.314022  -0.333230     -0.077345  -0.352391     -0.201367  -0.052684     0.314343  -0.334017     -0.031185  0.303620     0.555151  -0.588855     -0.136101  0.157564     -0.077520  -0.354477     0.559165  -0.587331     0.363025  0.197709
0.728000       0.545551  -0.348707     0.137268  -0.681704     -0.205943  -0.051370     -0.136901  0.161724     0.134596  -0.684692     0.197283  0.365634     0.313719  -0.333872     -0.078249  -0.352163     -0.201521  -0.052001     0.314022  -0.334669     -0.030680  0.303420     0.554204  -0.589580     -0.135385  0.158092     -0.078473  -0.354249     0.558267  -0.588155     0.363325  0.197350
0.729000       0.544906  -0.349827     0.135644  -0.681974     -0.206089  -0.050572     -0.136090  0.162300     0.132900  -0.684899     0.198701  0.364721     0.313414  -0.334514     -0.079153  -0.351932     -0.201675  -0.051318     0.313699  -0.335321     -0.030176  0.303219     0.553255  -0.590302     -0.134669  0.158617     -0.079426  -0.354018     0.557366  -0.588976     0.363625  0.196995
0.730000       0.544261  -0.350947     0.134019  -0.682241     -0.206230  -0.049772     -0.135276  0.162871     0.131203  -0.685101     0.200117  0.363802     0.313108  -0.335157     -0.080056  -0.351699     -0.201827  -0.050634     0.313374  -0.335973     -0.029675  0.303017     0.552306  -0.591020     -0.133952  0.159138     -0.080379  -0.353783     0.556463  -0.589796     0.363925  0.196641
0.731000       0.543617  -0.352066     0.132391  -0.682504     -0.206368  -0.048973     -0.134461  0.163437     0.129506  -0.685299     0.201531  0.362877     0.312800  -0.335801     -0.080959  -0.351464     -0.201978  -0.049950     0.313047  -0.336625     -0.029175  0.302816     0.551357  -0.591734     -0.133236  0.159657     -0.081332  -0.353545     0.555556  -0.590613     0.364226  0.196289
0.732000       0.542975  -0.353184     0.130763  -0.682765     -0.206502  -0.048173     -0.133644  0.163997     0.127809  -0.685492     0.202943  0.361945     0.312490  -0.336445     -0.081863  -0.351227     -0.202129  -0.049266     0.312718  -0.337278     -0.028677  0.302613     0.550407  -0.592445     -0.132519  0.160173     -0.082286  -0.353303     0.554646  -0.591427     0.364527  0.195941
0.733000       0.542335  -0.354299     0.129132  -0.683023     -0.206632  -0.047373     -0.132826  0.164552     0.126112  -0.685680     0.204353  0.361007     0.312179  -0.337089     -0.082766  -0.350987     -0.202279  -0.048580     0.312388  -0.337930     -0.028182  0.302410     0.549456  -0.593151     -0.131803  0.160686     -0.083239  -0.353058     0.553733  -0.592239     0.364828  0.195595
0.734000       0.541696  -0.355415     0.127499  -0.683278     -0.206758  -0.046572     -0.132006  0.165101     0.124415  -0.685864     0.205760  0.360063     0.311866  -0.337735     -0.083670  -0.350745     -0.202428  -0.047895     0.312055  -0.338583     -0.027688  0.302206     0.548505  -0.593854     -0.131086  0.161197     -0.084193  -0.352809     0.552817  -0.593049     0.365130  0.195251
0.735000       0.541058  -0.356530     0.125865  -0.683530     -0.206880  -0.045771     -0.131185  0.165644     0.122718  -0.686044     0.207166  0.359113     0.311551  -0.338381     -0.084573  -0.350501     -0.202576  -0.047208     0.311720  -0.339236     -0.027196  0.302003     0.547553  -0.594553     -0.130369  0.161704     -0.085146  -0.352557     0.551897  -0.593856     0.365432  0.194910
0.736000       0.540421  -0.357644     0.124229  -0.683779     -0.206998  -0.044970     -0.130362  0.166183     0.121021  -0.686218     0.208569  0.358157     0.311235  -0.339027     -0.085476  -0.350255     -0.202723  -0.046521     0.311384  -0.339889     -0.026707  0.301798     0.546601  -0.595249     -0.129652  0.162210     -0.086099  -0.352302     0.550975  -0.594661     0.365735  0.194572
0.737000       0.539786  -0.358758     0.122590  -0.684024     -0.207112  -0.044169     -0.129538  0.166716     0.119323  -0.686389     0.209970  0.357194     0.310917  -0.339674     -0.086380  -0.350006     -0.202869  -0.045833     0.311046  -0.340542     -0.026218  0.301594     0.545649  -0.595940     -0.128935  0.162712     -0.087052  -0.352043     0.550050  -0.595463     0.366038  0.194235
0.738000       0.539152  -0.359871     0.120951  -0.684267     -0.207223  -0.043368     -0.128712  0.167243     0.117625  -0.686555     0.211370  0.356225     0.310597  -0.340322     -0.087283  -0.349755     -0.203014  -0.045145     0.310706  -0.341196     -0.025733  0.301389     0.544696  -0.596629     -0.128218  0.163212     -0.088005  -0.351780     0.549122  -0.596262     0.366343  0.193901
0.739000       0.538519  -0.360985     0.119309  -0.684507     -0.207329  -0.042566     -0.127886  0.167766     0.115928  -0.686717     0.212766  0.355250     0.310275  -0.340970     -0.088186  -0.349502     -0.203159  -0.044456     0.310363  -0.341849     -0.025248  0.301184     0.543743  -0.597313     -0.127501  0.163709     -0.088958  -0.351514     0.548191  -0.597059     0.366647  0.193570
0.740000       0.537888  -0.362097     0.117665  -0.684743     -0.207432  -0.041765     -0.127059  0.168282     0.114230  -0.686874     0.214160  0.354269     0.309952  -0.341619     -0.089090  -0.349246     -0.203302  -0.043765     0.310019  -0.342503     -0.024766  0.300979     0.542791  -0.597994     -0.126783  0.164204     -0.089910  -0.351245     0.547257  -0.597853     0.366953  0.193241
0.741000       0.537257  -0.363211     0.116019  -0.684977     -0.207531  -0.040964     -0.126230  0.168793     0.112532  -0.687027     0.215553  0.353282     0.309627  -0.342268     -0.089993  -0.348988     -0.203445  -0.043075     0.309674  -0.343157     -0.024286  0.300773     0.541837  -0.598671     -0.126066  0.164697     -0.090862  -0.350972     0.546320  -0.598644     0.367260  0.192914
0.742000       0.536629  -0.364323     0.114372  -0.685207     -0.207626  -0.040162     -0.125401  0.169299     0.110835  -0.687176     0.216942  0.352288     0.309301  -0.342918     -0.090896  -0.348728     -0.203587  -0.042383     0.309326  -0.343811     -0.023807  0.300567     0.540884  -0.599345     -0.125348  0.165187     -0.091814  -0.350695     0.545380  -0.599432     0.367568  0.192590
0.743000       0.536000  -0.365436     0.112722  -0.685434     -0.207717  -0.039361     -0.124570  0.169800     0.109137  -0.687320     0.218329  0.351288     0.308972  -0.343569     -0.091800  -0.348466     -0.203728  -0.041691     0.308976  -0.344465     -0.023331  0.300362     0.539931  -0.600015     -0.124631  0.165674     -0.092766  -0.350415     0.544437  -0.600217     0.367877  0.192267
0.744000       0.535374  -0.366549     0.111070  -0.685658     -0.207805  -0.038560     -0.123739  0.170295     0.107438  -0.687460     0.219714  0.350283     0.308642  -0.344220     -0.092703  -0.348201     -0.203868  -0.040998     0.308625  -0.345119     -0.022856  0.300156     0.538978  -0.600681     -0.123913  0.166160     -0.093717  -0.350132     0.543492  -0.600999     0.368187  0.191948
0.745000       0.534748  -0.367662     0.109416  -0.685878     -0.207888  -0.037760     -0.122908  0.170785     0.105740  -0.687596     0.221096  0.349271     0.308311  -0.344872     -0.093606  -0.347934     -0.204007  -0.040303     0.308271  -0.345773     -0.022383  0.299950     0.538025  -0.601344     -0.123195  0.166643     -0.094668  -0.349845     0.542543  -0.601778     0.368498  0.191630
0.746000       0.534123  -0.368776     0.107760  -0.686096     -0.207968  -0.036960     -0.122076  0.171269     0.104042  -0.687728     0.222476  0.348252     0.307977  -0.345524     -0.094510  -0.347664     -0.204145  -0.039609     0.307916  -0.346428     -0.021912  0.299744     0.537072  -0.602004     -0.122478  0.167124     -0.095619  -0.349554     0.541592  -0.602554     0.368810  0.191314
0.747000       0.533499  -0.369891     0.106101  -0.686310     -0.208044  -0.036160     -0.121243  0.171749     0.102344  -0.687855     0.223853  0.347228     0.307642  -0.346177     -0.095413  -0.347393     -0.204282  -0.038913     0.307559  -0.347082     -0.021443  0.299538     0.536119  -0.602659     -0.121759  0.167603     -0.096569  -0.349261     0.540638  -0.603327     0.369124  0.191001
0.748000       0.532876  -0.371006     0.104441  -0.686521     -0.208116  -0.035361     -0.120409  0.172223     0.100646  -0.687978     0.225227  0.346198     0.307305  -0.346831     -0.096316  -0.347119     -0.204418  -0.038216     0.307200  -0.347737     -0.020975  0.299332     0.535167  -0.603312     -0.121041  0.168079     -0.097518  -0.348963     0.539681  -0.604097     0.369440  0.190689
0.749000       0.532255  -0.372121     0.102779  -0.686728     -0.208185  -0.034562     -0.119576  0.172691     0.098947  -0.688098     0.226599  0.345161     0.306966  -0.347485     -0.097219  -0.346842     -0.204553  -0.037518     0.306839  -0.348391     -0.020509  0.299126     0.534215  -0.603961     -0.120323  0.168554     -0.098468  -0.348663     0.538722  -0.604863     0.369757  0.190380
0.750000       0.531634  -0.373238     0.101114  -0.686932     -0.208250  -0.033763     -0.118742  0.173155     0.097249  -0.688212     0.227968  0.344118     0.306625  -0.348140     -0.098122  -0.346563     -0.204687  -0.036819     0.306477  -0.349046     -0.020046  0.298921     0.533263  -0.604606     -0.119605  0.169027     -0.099417  -0.348358     0.537760  -0.605627     0.370075  0.190073
0.751000       0.531013  -0.374355     0.099447  -0.687133     -0.208311  -0.032966     -0.117907  0.173614     0.095550  -0.688323     0.229335  0.343069     0.306283  -0.348795     -0.099025  -0.346282     -0.204821  -0.036119     0.306112  -0.349701     -0.019584  0.298715     0.532311  -0.605249     -0.118886  0.169497     -0.100365  -0.348050     0.536795  -0.606387     0.370395  0.189768
0.752000       0.530393  -0.375474     0.097778  -0.687330     -0.208368  -0.032168     -0.117073  0.174067     0.093851  -0.688430     0.230698  0.342014     0.305939  -0.349452     -0.099929  -0.345999     -0.204953  -0.035418     0.305746  -0.350356     -0.019123  0.298510     0.531360  -0.605887     -0.118167  0.169966     -0.101313  -0.347739     0.535828  -0.607143     0.370717  0.189464
0.753000       0.529774  -0.376594     0.096106  -0.687524     -0.208422  -0.031372     -0.116239  0.174514     0.092152  -0.688533     0.232059  0.340953     0.305593  -0.350108     -0.100832  -0.345713     -0.205084  -0.034716     0.305378  -0.351011     -0.018664  0.298305     0.530410  -0.606523     -0.117448  0.170432     -0.102260  -0.347424     0.534858  -0.607896     0.371040  0.189163
0.754000       0.529155  -0.377715     0.094432  -0.687715     -0.208472  -0.030577     -0.115404  0.174958     0.090453  -0.688631     0.233417  0.339886     0.305245  -0.350765     -0.101735  -0.345425     -0.205214  -0.034013     0.305008  -0.351666     -0.018207  0.298100     0.529460  -0.607155     -0.116729  0.170897     -0.103206  -0.347106     0.533885  -0.608646     0.371366  0.188863
0.755000       0.528538  -0.378836     0.092756  -0.687902     -0.208518  -0.029782     -0.114570  0.175396     0.088754  -0.688725     0.234772  0.338813     0.304896  -0.351423     -0.102638  -0.345134     -0.205343  -0.033309     0.304636  -0.352321     -0.017751  0.297895     0.528510  -0.607784     -0.116010  0.171360     -0.104153  -0.346785     0.532911  -0.609392     0.371692  0.188565
0.756000       0.527920  -0.379960     0.091078  -0.688085     -0.208561  -0.028987     -0.113735  0.175828     0.087054  -0.688816     0.236124  0.337733     0.304544  -0.352082     -0.103541  -0.344841     -0.205471  -0.032604     0.304262  -0.352976     -0.017298  0.297691     0.527562  -0.608409     -0.115290  0.171821     -0.105097  -0.346460     0.531933  -0.610135     0.372022  0.188269
0.757000       0.527303  -0.381084     0.089397  -0.688265     -0.208600  -0.028194     -0.112901  0.176256     0.085355  -0.688903     0.237474  0.336648     0.304191  -0.352741     -0.104445  -0.344546     -0.205597  -0.031897     0.303887  -0.353632     -0.016845  0.297487     0.526613  -0.609032     -0.114570  0.172281     -0.106042  -0.346131     0.530953  -0.610874     0.372353  0.187974
0.758000       0.526686  -0.382210     0.087714  -0.688441     -0.208636  -0.027402     -0.112067  0.176679     0.083655  -0.688985     0.238820  0.335557     0.303836  -0.353400     -0.105348  -0.344248     -0.205723  -0.031190     0.303509  -0.354287     -0.016395  0.297283     0.525666  -0.609651     -0.113850  0.172738     -0.106986  -0.345799     0.529971  -0.611609     0.372686  0.187681
0.759000       0.526069  -0.383338     0.086028  -0.688613     -0.208668  -0.026611     -0.111233  0.177097     0.081955  -0.689064     0.240163  0.334459     0.303479  -0.354060     -0.106251  -0.343948     -0.205847  -0.030481     0.303130  -0.354943     -0.015946  0.297080     0.524719  -0.610267     -0.113129  0.173194     -0.107929  -0.345464     0.528987  -0.612341     0.373021  0.187390
0.760000       0.525452  -0.384467     0.084340  -0.688782     -0.208697  -0.025820     -0.110400  0.177511     0.080255  -0.689138     0.241503  0.333356     0.303120  -0.354721     -0.107154  -0.343646     -0.205971  -0.029771     0.302749  -0.355598     -0.015498  0.296877     0.523773  -0.610880     -0.112409  0.173649     -0.108872  -0.345125     0.528000  -0.613069     0.373359  0.187099
0.761000       0.524835  -0.385599     0.082650  -0.688947     -0.208722  -0.025031     -0.109567  0.177919     0.078554  -0.689209     0.242841  0.332246     0.302760  -0.355383     -0.108057  -0.343340     -0.206093  -0.029060     0.302367  -0.356254     -0.015052  0.296674     0.522828  -0.611490     -0.111687  0.174101     -0.109813  -0.344782     0.527011  -0.613793     0.373698  0.186811
0.762000       0.524219  -0.386732     0.080957  -0.689108     -0.208744  -0.024243     -0.108735  0.178323     0.076853  -0.689275     0.244175  0.331130     0.302397  -0.356045     -0.108960  -0.343033     -0.206214  -0.028347     0.301982  -0.356909     -0.014608  0.296473     0.521883  -0.612097     -0.110966  0.174553     -0.110754  -0.344437     0.526020  -0.614514     0.374040  0.186524
0.763000       0.523602  -0.387867     0.079261  -0.689266     -0.208762  -0.023456     -0.107903  0.178722     0.075152  -0.689338     0.245506  0.330009     0.302033  -0.356707     -0.109863  -0.342723     -0.206333  -0.027634     0.301596  -0.357565     -0.014165  0.296271     0.520940  -0.612701     -0.110244  0.175002     -0.111694  -0.344088     0.525027  -0.615230     0.374384  0.186238
0.764000       0.522985  -0.389004     0.077563  -0.689419     -0.208778  -0.022670     -0.107072  0.179116     0.073451  -0.689397     0.246834  0.328881     0.301667  -0.357370     -0.110766  -0.342411     -0.206452  -0.026919     0.301207  -0.358221     -0.013723  0.296070     0.519997  -0.613302     -0.109521  0.175450     -0.112633  -0.343735     0.524032  -0.615943     0.374730  0.185953
0.765000       0.522367  -0.390142     0.075863  -0.689569     -0.208789  -0.021885     -0.106241  0.179505     0.071749  -0.689452     0.248159  0.327747     0.301299  -0.358034     -0.111669  -0.342096     -0.206569  -0.026202     0.300817  -0.358877     -0.013283  0.295870     0.519056  -0.613900     -0.108798  0.175897     -0.113571  -0.343379     0.523034  -0.616652     0.375079  0.185670
0.766000       0.521749  -0.391283     0.074160  -0.689715     -0.208798  -0.021102     -0.105412  0.179890     0.070047  -0.689503     0.249480  0.326608     0.300929  -0.358699     -0.112572  -0.341779     -0.206685  -0.025485     0.300426  -0.359532     -0.012844  0.295670     0.518115  -0.614495     -0.108074  0.176342     -0.114509  -0.343020     0.522035  -0.617357     0.375430  0.185387
0.767000       0.521131  -0.392427     0.072455  -0.689856     -0.208803  -0.020320     -0.104583  0.180271     0.068346  -0.689550     0.250798  0.325463     0.300557  -0.359363     -0.113475  -0.341459     -0.206799  -0.024765     0.300032  -0.360188     -0.012407  0.295471     0.517175  -0.615088     -0.107350  0.176786     -0.115445  -0.342658     0.521034  -0.618058     0.375784  0.185106
0.768000       0.520512  -0.393572     0.070747  -0.689994     -0.208805  -0.019539     -0.103754  0.180647     0.066643  -0.689593     0.252112  0.324311     0.300183  -0.360029     -0.114378  -0.341137     -0.206912  -0.024045     0.299637  -0.360844     -0.011970  0.295272     0.516237  -0.615677     -0.106625  0.177228     -0.116380  -0.342292     0.520031  -0.618755     0.376141  0.184825
0.769000       0.519892  -0.394719     0.069036  -0.690128     -0.208804  -0.018760     -0.102927  0.181019     0.064940  -0.689632     0.253423  0.323154     0.299807  -0.360695     -0.115281  -0.340813     -0.207024  -0.023324     0.299240  -0.361501     -0.011535  0.295074     0.515299  -0.616265     -0.105900  0.177669     -0.117315  -0.341922     0.519026  -0.619448     0.376499  0.184545
0.770000       0.519271  -0.395869     0.067323  -0.690257     -0.208800  -0.017982     -0.102100  0.181386     0.063237  -0.689668     0.254731  0.321991     0.299429  -0.361362     -0.116184  -0.340486     -0.207135  -0.022600     0.298841  -0.362157     -0.011102  0.294877     0.514363  -0.616849     -0.105174  0.178109     -0.118248  -0.341550     0.518019  -0.620137     0.376861  0.184267
0.771000       0.518650  -0.397021     0.065607  -0.690383     -0.208793  -0.017205     -0.101275  0.181749     0.061533  -0.689700     0.256036  0.320822     0.299049  -0.362029     -0.117087  -0.340156     -0.207243  -0.021876     0.298440  -0.362813     -0.010669  0.294680     0.513428  -0.617431     -0.104447  0.178547     -0.119181  -0.341174     0.517011  -0.620822     0.377225  0.183988
0.772000       0.518028  -0.398175     0.063889  -0.690504     -0.208782  -0.016430     -0.100450  0.182108     0.059829  -0.689728     0.257337  0.319647     0.298667  -0.362697     -0.117990  -0.339824     -0.207351  -0.021150     0.298037  -0.363469     -0.010238  0.294485     0.512494  -0.618010     -0.103719  0.178984     -0.120112  -0.340794     0.516001  -0.621503     0.377592  0.183711
0.773000       0.517404  -0.399332     0.062168  -0.690621     -0.208769  -0.015657     -0.099627  0.182463     0.058124  -0.689752     0.258635  0.318466     0.298284  -0.363365     -0.118892  -0.339489     -0.207457  -0.020423     0.297633  -0.364125     -0.009808  0.294289     0.511561  -0.618586     -0.102991  0.179420     -0.121042  -0.340412     0.514989  -0.622179     0.377961  0.183434
0.774000       0.516779  -0.400491     0.060445  -0.690733     -0.208753  -0.014885     -0.098805  0.182813     0.056419  -0.689772     0.259929  0.317279     0.297898  -0.364034     -0.119795  -0.339152     -0.207561  -0.019694     0.297227  -0.364782     -0.009379  0.294095     0.510629  -0.619161     -0.102262  0.179854     -0.121971  -0.340026     0.513975  -0.622851     0.378333  0.183158
0.775000       0.516153  -0.401653     0.058719  -0.690842     -0.208733  -0.014115     -0.097984  0.183160     0.054714  -0.689788     0.261219  0.316087     0.297510  -0.364704     -0.120698  -0.338812     -0.207664  -0.018964     0.296819  -0.365438     -0.008951  0.293901     0.509699  -0.619732     -0.101532  0.180287     -0.122899  -0.339637     0.512961  -0.623519     0.378708  0.182882
0.776000       0.515525  -0.402817     0.056990  -0.690946     -0.208711  -0.013346     -0.097164  0.183503     0.053008  -0.689801     0.262507  0.314888     0.297120  -0.365374     -0.121601  -0.338470     -0.207765  -0.018232     0.296410  -0.366095     -0.008525  0.293708     0.508770  -0.620302     -0.100801  0.180719     -0.123826  -0.339244     0.511945  -0.624183     0.379086  0.182606
0.777000       0.514895  -0.403985     0.055259  -0.691045     -0.208686  -0.012579     -0.096345  0.183841     0.051301  -0.689809     0.263790  0.313684     0.296729  -0.366045     -0.122503  -0.338125     -0.207865  -0.017499     0.295998  -0.366751     -0.008099  0.293516     0.507842  -0.620869     -0.100069  0.181150     -0.124751  -0.338849     0.510927  -0.624843     0.379467  0.182331
0.778000       0.514265  -0.405155     0.053525  -0.691140     -0.208659  -0.011813     -0.095528  0.184176     0.049594  -0.689814     0.265070  0.312474     0.296335  -0.366716     -0.123405  -0.337778     -0.207963  -0.016765     0.295585  -0.367408     -0.007674  0.293325     0.506915  -0.621434     -0.099336  0.181579     -0.125675  -0.338450     0.509908  -0.625499     0.379850  0.182055
0.779000       0.513632  -0.406327     0.051789  -0.691231     -0.208628  -0.011050     -0.094712  0.184507     0.047886  -0.689815     0.266346  0.311259     0.295939  -0.367388     -0.124308  -0.337428     -0.208059  -0.016029     0.295170  -0.368064     -0.007251  0.293135     0.505990  -0.621997     -0.098602  0.182008     -0.126599  -0.338048     0.508888  -0.626150     0.380236  0.181780
0.780000       0.512997  -0.407501     0.050050  -0.691316     -0.208595  -0.010288     -0.093897  0.184834     0.046178  -0.689812     0.267618  0.310037     0.295541  -0.368060     -0.125210  -0.337075     -0.208154  -0.015291     0.294753  -0.368721     -0.006827  0.292945     0.505067  -0.622557     -0.097867  0.182435     -0.127521  -0.337643     0.507867  -0.626797     0.380626  0.181505
0.781000       0.512361  -0.408679     0.048308  -0.691398     -0.208560  -0.009528     -0.093084  0.185158     0.044469  -0.689805     0.268887  0.308810     0.295141  -0.368733     -0.126113  -0.336720     -0.208247  -0.014552     0.294335  -0.369378     -0.006405  0.292756     0.504144  -0.623116     -0.097131  0.182861     -0.128441  -0.337234     0.506844  -0.627439     0.381018  0.181230
0.782000       0.511722  -0.409859     0.046563  -0.691474     -0.208521  -0.008769     -0.092272  0.185478     0.042759  -0.689795     0.270152  0.307577     0.294739  -0.369407     -0.127015  -0.336362     -0.208338  -0.013811     0.293915  -0.370035     -0.005984  0.292568     0.503223  -0.623672     -0.096394  0.183286     -0.129360  -0.336823     0.505821  -0.628077     0.381413  0.180954
0.783000       0.511081  -0.411042     0.044817  -0.691546     -0.208481  -0.008013     -0.091461  0.185795     0.041049  -0.689780     0.271413  0.306339     0.294334  -0.370081     -0.127918  -0.336001     -0.208427  -0.013070     0.293493  -0.370692     -0.005564  0.292381     0.502303  -0.624226     -0.095655  0.183709     -0.130279  -0.336408     0.504797  -0.628711     0.381811  0.180678
