%# f in GHz     S1(1)1(1)              S1(1)2(1)              S2(1)1(1)              S2(1)2(1)
%#              Re         Im          Re         Im          Re         Im          Re         Im
%# Reference impedance at port 1 (mode 1):  47.7088394165039, port 2 (mode 1):  47.7088394165039 
12.390000       0.735689  -0.565570     -0.190021  -0.219312     -0.190019  -0.219311     0.735688  -0.565569
12.405000       0.722857  -0.577349     -0.197826  -0.220475     -0.197823  -0.220475     0.722856  -0.577348
12.420000       0.709936  -0.588779     -0.205830  -0.221402     -0.205828  -0.221402     0.709935  -0.588778
12.435000       0.696944  -0.599890     -0.214022  -0.222071     -0.214020  -0.222071     0.696944  -0.599889
12.450000       0.683894  -0.610716     -0.222385  -0.222463     -0.222383  -0.222464     0.683893  -0.610715
12.465000       0.670790  -0.621288     -0.230900  -0.222562     -0.230898  -0.222563     0.670789  -0.621288
12.480000       0.657625  -0.631643     -0.239547  -0.222354     -0.239545  -0.222355     0.657625  -0.631643
12.495000       0.644391  -0.641808     -0.248302  -0.221829     -0.248301  -0.221830     0.644392  -0.641806
12.510000       0.631069  -0.651809     -0.257143  -0.220981     -0.257142  -0.220983     0.631070  -0.651807
12.525000       0.617632  -0.661667     -0.266047  -0.219809     -0.266046  -0.219811     0.617632  -0.661667
12.540000       0.604051  -0.671399     -0.274990  -0.218314     -0.274990  -0.218316     0.604052  -0.671398
12.555000       0.590295  -0.681008     -0.283954  -0.216500     -0.283953  -0.216502     0.590295  -0.681008
12.570000       0.576328  -0.690494     -0.292917  -0.214375     -0.292917  -0.214377     0.576327  -0.690494
12.585000       0.562113  -0.699848     -0.301865  -0.211949     -0.301865  -0.211951     0.562114  -0.699847
12.600000       0.547622  -0.709049     -0.310784  -0.209234     -0.310784  -0.209235     0.547622  -0.709049
12.615000       0.532819  -0.718075     -0.319664  -0.206241     -0.319665  -0.206241     0.532820  -0.718076
12.630000       0.517683  -0.726891     -0.328499  -0.202984     -0.328499  -0.202985     0.517684  -0.726890
12.645000       0.502193  -0.735457     -0.337284  -0.199477     -0.337285  -0.199478     0.502195  -0.735456
12.660000       0.486341  -0.743728     -0.346020  -0.195730     -0.346021  -0.195730     0.486341  -0.743729
12.675000       0.470120  -0.751659     -0.354709  -0.191752     -0.354710  -0.191752     0.470120  -0.751660
12.690000       0.453536  -0.759201     -0.363354  -0.187552     -0.363355  -0.187552     0.453536  -0.759201
12.705000       0.436604  -0.766303     -0.371963  -0.183136     -0.371964  -0.183135     0.436604  -0.766304
12.720000       0.419349  -0.772921     -0.380542  -0.178503     -0.380542  -0.178503     0.419349  -0.772921
12.735000       0.401803  -0.779009     -0.389098  -0.173655     -0.389098  -0.173655     0.401803  -0.779009
12.750000       0.384007  -0.784531     -0.397639  -0.168587     -0.397639  -0.168586     0.384007  -0.784531
12.765000       0.366005  -0.789456     -0.406170  -0.163293     -0.406170  -0.163292     0.366005  -0.789456
12.780000       0.347852  -0.793761     -0.414697  -0.157761     -0.414697  -0.157761     0.347852  -0.793761
12.795000       0.329599  -0.797433     -0.423221  -0.151983     -0.423221  -0.151981     0.329599  -0.797433
12.810000       0.311307  -0.800466     -0.431743  -0.145942     -0.431743  -0.145941     0.311307  -0.800466
12.825000       0.293029  -0.802867     -0.440259  -0.139625     -0.440258  -0.139625     0.293029  -0.802867
12.840000       0.274823  -0.804650     -0.448763  -0.133018     -0.448762  -0.133018     0.274823  -0.804650
12.855000       0.256739  -0.805839     -0.457246  -0.126105     -0.457245  -0.126105     0.256739  -0.805838
12.870000       0.238820  -0.806465     -0.465695  -0.118873     -0.465694  -0.118872     0.238820  -0.806465
12.885000       0.221103  -0.806567     -0.474095  -0.111306     -0.474094  -0.111306     0.221104  -0.806567
12.900000       0.203621  -0.806189     -0.482429  -0.103396     -0.482427  -0.103396     0.203621  -0.806189
12.915000       0.186392  -0.805377     -0.490675  -0.095133     -0.490674  -0.095133     0.186393  -0.805377
12.930000       0.169428  -0.804181     -0.498814  -0.086512     -0.498813  -0.086511     0.169428  -0.804181
12.945000       0.152730  -0.802648     -0.506822  -0.077528     -0.506821  -0.077529     0.152730  -0.802648
12.960000       0.136286  -0.800825     -0.514675  -0.068185     -0.514674  -0.068186     0.136288  -0.800824
12.975000       0.120081  -0.798751     -0.522352  -0.058483     -0.522351  -0.058484     0.120083  -0.798751
12.990000       0.104089  -0.796464     -0.529830  -0.048429     -0.529829  -0.048430     0.104090  -0.796464
13.005000       0.088277  -0.793991     -0.537087  -0.038032     -0.537086  -0.038032     0.088279  -0.793990
13.020000       0.072610  -0.791349     -0.544105  -0.027303     -0.544105  -0.027304     0.072612  -0.791349
13.035000       0.057047  -0.788549     -0.550867  -0.016255     -0.550867  -0.016257     0.057048  -0.788549
13.050000       0.041546  -0.785589     -0.557358  -0.004904     -0.557357  -0.004905     0.041548  -0.785590
13.065000       0.026070  -0.782459     -0.563565  0.006736     -0.563564  0.006736     0.026072  -0.782459
13.080000       0.010582  -0.779136     -0.569478  0.018650     -0.569478  0.018650     0.010583  -0.779137
13.095000       -0.004950  -0.775592     -0.575091  0.030821     -0.575091  0.030821     -0.004948  -0.775593
13.110000       -0.020547  -0.771788     -0.580398  0.043236     -0.580398  0.043234     -0.020547  -0.771788
13.125000       -0.036227  -0.767679     -0.585396  0.055877     -0.585396  0.055877     -0.036226  -0.767680
13.140000       -0.051991  -0.763218     -0.590084  0.068737     -0.590083  0.068737     -0.051991  -0.763219
13.155000       -0.067836  -0.758353     -0.594460  0.081803     -0.594460  0.081802     -0.067836  -0.758355
13.170000       -0.083744  -0.753034     -0.598526  0.095065     -0.598526  0.095065     -0.083743  -0.753035
13.185000       -0.099685  -0.747210     -0.602281  0.108518     -0.602281  0.108518     -0.099685  -0.747212
13.200000       -0.115621  -0.740839     -0.605727  0.122157     -0.605726  0.122157     -0.115620  -0.740840
13.215000       -0.131504  -0.733881     -0.608862  0.135976     -0.608861  0.135976     -0.131503  -0.733883
13.230000       -0.147275  -0.726307     -0.611684  0.149977     -0.611683  0.149977     -0.147274  -0.726309
13.245000       -0.162870  -0.718099     -0.614191  0.164155     -0.614190  0.164155     -0.162870  -0.718101
13.260000       -0.178223  -0.709247     -0.616377  0.178513     -0.616376  0.178513     -0.178222  -0.709249
13.275000       -0.193259  -0.699757     -0.618237  0.193047     -0.618236  0.193047     -0.193260  -0.699759
13.290000       -0.207910  -0.689645     -0.619761  0.207760     -0.619760  0.207760     -0.207911  -0.689647
13.305000       -0.222108  -0.678941     -0.620939  0.222649     -0.620939  0.222649     -0.222108  -0.678942
13.320000       -0.235788  -0.667685     -0.621761  0.237712     -0.621761  0.237710     -0.235789  -0.667687
13.335000       -0.248895  -0.655931     -0.622213  0.252943     -0.622213  0.252943     -0.248895  -0.655932
13.350000       -0.261383  -0.643738     -0.622282  0.268339     -0.622281  0.268338     -0.261384  -0.643739
13.365000       -0.273215  -0.631176     -0.621952  0.283891     -0.621952  0.283890     -0.273216  -0.631177
13.380000       -0.284370  -0.618318     -0.621210  0.299589     -0.621210  0.299588     -0.284370  -0.618320
13.395000       -0.294837  -0.605242     -0.620042  0.315422     -0.620042  0.315420     -0.294837  -0.605243
13.410000       -0.304620  -0.592022     -0.618435  0.331374     -0.618435  0.331373     -0.304620  -0.592023
13.425000       -0.313736  -0.578732     -0.616376  0.347429     -0.616377  0.347428     -0.313737  -0.578733
13.440000       -0.322216  -0.565441     -0.613855  0.363573     -0.613856  0.363572     -0.322216  -0.565441
13.455000       -0.330099  -0.552208     -0.610864  0.379784     -0.610865  0.379783     -0.330100  -0.552209
13.470000       -0.337438  -0.539084     -0.607396  0.396044     -0.607397  0.396043     -0.337439  -0.539084
13.485000       -0.344291  -0.526106     -0.603446  0.412333     -0.603448  0.412331     -0.344293  -0.526106
13.500000       -0.350722  -0.513301     -0.599013  0.428631     -0.599015  0.428629     -0.350722  -0.513302
13.515000       -0.356795  -0.500680     -0.594095  0.444919     -0.594096  0.444918     -0.356796  -0.500681
13.530000       -0.362577  -0.488239     -0.588694  0.461179     -0.588695  0.461178     -0.362578  -0.488240
13.545000       -0.368128  -0.475963     -0.582812  0.477393     -0.582813  0.477392     -0.368129  -0.475963
13.560000       -0.373506  -0.463819     -0.576453  0.493545     -0.576455  0.493544     -0.373507  -0.463819
13.575000       -0.378755  -0.451767     -0.569621  0.509622     -0.569623  0.509622     -0.378756  -0.451768
13.590000       -0.383911  -0.439757     -0.562322  0.525610     -0.562323  0.525611     -0.383912  -0.439757
13.605000       -0.388997  -0.427729     -0.554558  0.541500     -0.554560  0.541500     -0.388998  -0.427729
13.620000       -0.394019  -0.415620     -0.546336  0.557279     -0.546338  0.557279     -0.394020  -0.415621
13.635000       -0.398970  -0.403368     -0.537656  0.572940     -0.537658  0.572940     -0.398971  -0.403368
13.650000       -0.403827  -0.390908     -0.528520  0.588474     -0.528522  0.588474     -0.403828  -0.390909
13.665000       -0.408552  -0.378185     -0.518929  0.603873     -0.518930  0.603874     -0.408552  -0.378186
13.680000       -0.413092  -0.365149     -0.508880  0.619131     -0.508881  0.619132     -0.413093  -0.365149
13.695000       -0.417383  -0.351762     -0.498373  0.634236     -0.498373  0.634237     -0.417384  -0.351761
13.710000       -0.421352  -0.337999     -0.487402  0.649180     -0.487401  0.649181     -0.421352  -0.337999
13.725000       -0.424915  -0.323851     -0.475962  0.663949     -0.475962  0.663950     -0.424916  -0.323851
13.740000       -0.427990  -0.309326     -0.464046  0.678532     -0.464045  0.678534     -0.427991  -0.309326
13.755000       -0.430490  -0.294450     -0.451650  0.692912     -0.451650  0.692912     -0.430490  -0.294451
13.770000       -0.432332  -0.279266     -0.438768  0.707068     -0.438767  0.707069     -0.432332  -0.279266
13.785000       -0.433442  -0.263833     -0.425395  0.720983     -0.425395  0.720983     -0.433442  -0.263833
13.800000       -0.433752  -0.248227     -0.411530  0.734630     -0.411530  0.734630     -0.433752  -0.248227
13.815000       -0.433212  -0.232539     -0.397170  0.747985     -0.397170  0.747985     -0.433212  -0.232539
13.830000       -0.431784  -0.216869     -0.382319  0.761021     -0.382319  0.761020     -0.431784  -0.216869
13.845000       -0.429451  -0.201326     -0.366983  0.773707     -0.366983  0.773707     -0.429451  -0.201326
13.860000       -0.426214  -0.186022     -0.351169  0.786016     -0.351169  0.786016     -0.426214  -0.186022
13.875000       -0.422096  -0.171069     -0.334895  0.797918     -0.334894  0.797918     -0.422096  -0.171069
13.890000       -0.417139  -0.156578     -0.318174  0.809384     -0.318174  0.809384     -0.417139  -0.156578
13.905000       -0.411405  -0.142648     -0.301029  0.820390     -0.301029  0.820389     -0.411405  -0.142649
13.920000       -0.404975  -0.129371     -0.283486  0.830908     -0.283486  0.830908     -0.404975  -0.129372
13.935000       -0.397944  -0.116820     -0.265571  0.840921     -0.265571  0.840921     -0.397944  -0.116820
13.950000       -0.390423  -0.105050     -0.247315  0.850412     -0.247317  0.850411     -0.390423  -0.105051
13.965000       -0.382527  -0.094097     -0.228752  0.859368     -0.228753  0.859367     -0.382528  -0.094098
13.980000       -0.374381  -0.083974     -0.209914  0.867782     -0.209914  0.867782     -0.374381  -0.083975
13.995000       -0.366105  -0.074670     -0.190833  0.875652     -0.190837  0.875652     -0.366105  -0.074671
14.010000       -0.357818  -0.066150     -0.171545  0.882983     -0.171546  0.882983     -0.357819  -0.066152
14.025000       -0.349630  -0.058361     -0.152075  0.889781     -0.152076  0.889782     -0.349631  -0.058362
14.040000       -0.341635  -0.051224     -0.132450  0.896060     -0.132451  0.896061     -0.341636  -0.051226
14.055000       -0.333912  -0.044647     -0.112691  0.901837     -0.112693  0.901838     -0.333913  -0.044648
14.070000       -0.326518  -0.038522     -0.092816  0.907129     -0.092818  0.907130     -0.326520  -0.038523
14.085000       -0.319487  -0.032731     -0.072835  0.911959     -0.072836  0.911960     -0.319489  -0.032732
14.100000       -0.312826  -0.027154     -0.052751  0.916347     -0.052751  0.916349     -0.312828  -0.027154
14.115000       -0.306516  -0.021668     -0.032563  0.920314     -0.032564  0.920315     -0.306518  -0.021668
14.130000       -0.300514  -0.016157     -0.012262  0.923877     -0.012262  0.923879     -0.300516  -0.016158
14.145000       -0.294749  -0.010519     0.008168  0.927050     0.008168  0.927052     -0.294751  -0.010519
14.160000       -0.289127  -0.004665     0.028744  0.929843     0.028744  0.929845     -0.289129  -0.004664
14.175000       -0.283537  0.001473     0.049492  0.932258     0.049492  0.932259     -0.283539  0.001474
14.190000       -0.277850  0.007937     0.070440  0.934289     0.070440  0.934290     -0.277852  0.007938
14.205000       -0.271927  0.014739     0.091615  0.935923     0.091615  0.935924     -0.271929  0.014740
14.220000       -0.265627  0.021863     0.113044  0.937137     0.113046  0.937138     -0.265629  0.021865
14.235000       -0.258807  0.029261     0.134758  0.937900     0.134759  0.937901     -0.258809  0.029263
14.250000       -0.251333  0.036852     0.156776  0.938171     0.156779  0.938171     -0.251334  0.036854
14.265000       -0.243085  0.044527     0.179118  0.937900     0.179118  0.937900     -0.243087  0.044529
14.280000       -0.233965  0.052147     0.201789  0.937030     0.201789  0.937030     -0.233965  0.052149
14.295000       -0.223897  0.059550     0.224783  0.935498     0.224783  0.935498     -0.223897  0.059552
14.310000       -0.212839  0.066556     0.248104  0.933232     0.248104  0.933232     -0.212839  0.066558
14.325000       -0.200782  0.072970     0.271717  0.930163     0.271733  0.930158     -0.200782  0.072972
14.340000       -0.187757  0.078592     0.295593  0.926215     0.295593  0.926214     -0.187756  0.078593
14.355000       -0.173831  0.083220     0.319666  0.921320     0.319682  0.921314     -0.173831  0.083222
14.370000       -0.159114  0.086665     0.343895  0.915404     0.343895  0.915403     -0.159113  0.086667
14.385000       -0.143751  0.088749     0.368184  0.908410     0.368184  0.908409     -0.143750  0.088750
14.400000       -0.127925  0.089320     0.392430  0.900292     0.392429  0.900290     -0.127924  0.089321
14.415000       -0.111850  0.088255     0.416558  0.890995     0.416557  0.890994     -0.111849  0.088256
14.430000       -0.095765  0.085467     0.440425  0.880507     0.440425  0.880506     -0.095764  0.085467
14.445000       -0.079931  0.080911     0.463937  0.868803     0.463936  0.868802     -0.079930  0.080911
14.460000       -0.064619  0.074588     0.486949  0.855898     0.486948  0.855896     -0.064617  0.074588
14.475000       -0.050103  0.066546     0.509338  0.841812     0.509337  0.841811     -0.050102  0.066546
14.490000       -0.036655  0.056882     0.530984  0.826585     0.530983  0.826583     -0.036654  0.056881
14.505000       -0.024531  0.045741     0.551732  0.810296     0.551731  0.810295     -0.024529  0.045741
14.520000       -0.013963  0.033315     0.571495  0.793010     0.571494  0.793009     -0.013961  0.033314
14.535000       -0.005153  0.019836     0.590142  0.774841     0.590142  0.774840     -0.005152  0.019835
14.550000       0.001735  0.005574     0.607587  0.755902     0.607586  0.755901     0.001736  0.005573
14.565000       0.006585  -0.009173     0.623746  0.736330     0.623746  0.736329     0.006586  -0.009174
14.580000       0.009332  -0.024086     0.638557  0.716272     0.638556  0.716272     0.009333  -0.024087
14.595000       0.009964  -0.038834     0.651976  0.695888     0.651975  0.695888     0.009965  -0.038835
14.610000       0.008527  -0.053084     0.663984  0.675345     0.663984  0.675344     0.008529  -0.053085
14.625000       0.005126  -0.066513     0.674595  0.654802     0.674594  0.654801     0.005127  -0.066514
14.640000       -0.000081  -0.078814     0.683832  0.634433     0.683831  0.634433     -0.000080  -0.078815
14.655000       -0.006882  -0.089712     0.691751  0.614403     0.691751  0.614403     -0.006883  -0.089713
14.670000       -0.015021  -0.098968     0.698428  0.594871     0.698428  0.594871     -0.015021  -0.098970
14.685000       -0.024199  -0.106391     0.703965  0.575984     0.703966  0.575984     -0.024199  -0.106392
14.700000       -0.034089  -0.111841     0.708481  0.557880     0.708481  0.557880     -0.034089  -0.111842
14.715000       -0.044338  -0.115239     0.712132  0.540655     0.712132  0.540655     -0.044338  -0.115240
14.730000       -0.054589  -0.116566     0.715071  0.524408     0.715071  0.524408     -0.054589  -0.116567
14.745000       -0.064481  -0.115869     0.717465  0.509217     0.717466  0.509217     -0.064482  -0.115870
14.760000       -0.073667  -0.113256     0.719497  0.495126     0.719498  0.495126     -0.073668  -0.113257
14.775000       -0.081824  -0.108896     0.721370  0.482132     0.721371  0.482132     -0.081823  -0.108898
14.790000       -0.088659  -0.103014     0.723267  0.470234     0.723268  0.470234     -0.088660  -0.103015
14.805000       -0.093933  -0.095881     0.725375  0.459397     0.725376  0.459397     -0.093934  -0.095882
14.820000       -0.097449  -0.087812     0.727888  0.449535     0.727888  0.449536     -0.097451  -0.087813
14.835000       -0.099077  -0.079148     0.730970  0.440566     0.730970  0.440567     -0.099078  -0.079150
14.850000       -0.098747  -0.070251     0.734787  0.432356     0.734787  0.432357     -0.098749  -0.070252
14.865000       -0.096457  -0.061492     0.739474  0.424770     0.739475  0.424770     -0.096459  -0.061494
14.880000       -0.092275  -0.053232     0.745162  0.417618     0.745163  0.417619     -0.092276  -0.053233
14.895000       -0.086331  -0.045814     0.751942  0.410722     0.751943  0.410722     -0.086333  -0.045815
14.910000       -0.078821  -0.039555     0.759879  0.403882     0.759880  0.403882     -0.078823  -0.039556
14.925000       -0.069994  -0.034725     0.769020  0.396870     0.769021  0.396870     -0.069996  -0.034726
14.940000       -0.060145  -0.031549     0.779364  0.389477     0.779365  0.389478     -0.060147  -0.031550
14.955000       -0.049608  -0.030186     0.790887  0.381479     0.790888  0.381479     -0.049610  -0.030186
14.970000       -0.038742  -0.030732     0.803533  0.372647     0.803534  0.372647     -0.038745  -0.030732
14.985000       -0.027918  -0.033213     0.817222  0.362740     0.817223  0.362741     -0.027921  -0.033213
15.000000       -0.017506  -0.037585     0.831812  0.351593     0.831813  0.351594     -0.017509  -0.037585
